MAGAID,MatchMAGAID,Record ID,MAGPID,RetractionYear,MAGRetractionYearAffID,MAGRetractionYearAffRank,MAGRetractionYearAffYear,MatchMAGRetractionYearAffID,MatchMAGRetractionYearAffYear,MatchMAGRetractionYearAffRank,MatchMAGMaxRetractionYear,MAGrootFID,MAGrootFIDMaxPercent,MatchMAGrootFID,MatchMAGrootFIDMaxPercent,GenderizeGender,MAGFirstPubYear,MAGFirstAffID,MAGFirstAffiliationRank,MatchMAGFirstAffID,MatchMAGFirstAffYear,MatchMAGFirstAffiliationRank,MAGCumPapersAtRetraction,MAGCumPapersYearAtRetraction,MatchMAGCumPapersYearAtRetraction,MatchMAGCumPapersAtRetraction,MAGCumCitationsAtRetraction,MAGCumCitationsYearAtRetraction,MatchMAGCumCitationsYearAtRetraction,MatchMAGCumCitationsAtRetraction,MAGCumCollaboratorsAtRetraction,MAGCumCollaboratorsYearAtRetraction,MatchMAGCumCollaboratorsYearAtRetraction,MatchMAGCumCollaboratorsAtRetraction,MAGRetractionYearAffRankOrdinal,ReasonPropagatedMajorityOfMajority,DemiDecadeOfRetraction,MAGAIDFirstORLastAuthorFlag,RetractorMajority,AcademicAgeBeforeRetraction,AcademicAgeBin,MAGFieldName,MAGRetractionYearAffRankStratified,NumRetentionW5,NumNewCollaboratorsW5,NumOpenTriads,NumTriadsClosed,NC,OriginalPaperYear,AltmetricScoreAtRetraction,DifferencePublicationAndRetractionYear,DifferencePublicationAndRetractionYearCategorical,AttentionCategorical
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,417387377377914f72dd690d4bb7a69ea9bbdbbb53421a2b21d0309bcbc83e64,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,91656880.0,2011.0,701-800,2011.0,71924100.0,0.2,71924100.0,0.2222222222222222,female,2011.0,66514158.0,701-800,91656880.0,2011.0,701-800,3.0,2012.0,2011.0,3.0,1.0,2012.0,2011.0,1.0,17.0,2012.0,2011.0,16.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,medicine,501-1000,3,3,23,0,0.0,2011.0,5.0,1.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,3107ea0d56066c5e034755f9a5742dc7b3e5621c77742bbc3b26a0f92ed5768b,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,24062138.0,2012.0,701-800,2012.0,86803240.0,0.2,86803240.0,0.2,female,2011.0,66514158.0,701-800,24062138.0,2012.0,701-800,3.0,2012.0,2012.0,3.0,1.0,2012.0,2012.0,1.0,17.0,2012.0,2012.0,18.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,biology,501-1000,3,19,197,0,0.0,2011.0,5.0,1.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,deafbe835bb5e2690d4a5bbf12e565543486054dba6d137c0828f92a9dde4c05,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,156144747.0,2012.0,701-800,2012.0,86803240.0,0.2,86803240.0,0.2727272727272727,female,2011.0,66514158.0,701-800,156144747.0,2012.0,701-800,3.0,2012.0,2012.0,3.0,1.0,2012.0,2012.0,1.0,17.0,2012.0,2012.0,18.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,biology,501-1000,10,17,9,0,0.0,2011.0,5.0,1.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,deafbe835bb5e2690d4a5bbf12e565543486054dba6d137c0828f92a9dde4c05,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,156144747.0,2012.0,701-800,2012.0,71924100.0,0.2,71924100.0,0.2727272727272727,female,2011.0,66514158.0,701-800,156144747.0,2012.0,701-800,3.0,2012.0,2012.0,3.0,1.0,2012.0,2012.0,1.0,17.0,2012.0,2012.0,18.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,medicine,501-1000,10,17,9,0,0.0,2011.0,5.0,1.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,94945d29ff54ccc3a999ffbb83f07d445682e16a3498dc91efc344de0618af68,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,43777268.0,2012.0,701-800,2012.0,71924100.0,0.2,71924100.0,0.6,female,2011.0,66514158.0,701-800,43777268.0,2012.0,701-800,3.0,2012.0,2012.0,3.0,1.0,2012.0,2012.0,1.0,17.0,2012.0,2012.0,16.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,medicine,501-1000,12,16,6,1,0.1666666666666666,2011.0,5.0,1.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,c3b81b33085593cabb76906bed581eda444404755a92627f5d3f2b1e9c525046,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,122346577.0,2012.0,701-800,2012.0,71924100.0,0.2,71924100.0,0.4285714285714285,female,2011.0,66514158.0,701-800,122346577.0,2012.0,701-800,3.0,2012.0,2012.0,3.0,1.0,2012.0,2012.0,1.0,17.0,2012.0,2012.0,18.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,medicine,501-1000,2,46,52,8,0.1538461538461538,2011.0,5.0,1.0,0-1 year,low
d8271d6c5e09ecc4b74de46f920b1d7a97af562e3e6a6a8f8a4e898e3f68ae3f,fbdf4987ebb60c27a23f930034020d1d9c8742f0602ec3e213fd93e65d68e9cc,f223e280ef85fbe6e829172f11e0609ae7d4c4b912b8ab58e639fb7d602f4604,a0e019d41b944937e38a1448da2a4f584a9b392505c562654f215dfd35b5f78c,2012.0,82767444.0,801-900,2012.0,43545212.0,2008.0,801-900,2008.0,86803240.0,0.375,86803240.0,0.4,female,2008.0,82767444.0,801-900,43545212.0,2008.0,801-900,6.0,2012.0,2012.0,6.0,20.0,2012.0,2012.0,20.0,10.0,2012.0,2012.0,9.0,850.0,other,2011-2015,MAGMiddleAuthor,other retractor,4.0,3-5,biology,501-1000,4,7,19,0,0.0,2012.0,0.0,0.0,0-1 year,low
c5836fa6ca0bc27f244474f1bde4c98e1b1f21b2db0155c240293d9814c69b5b,2c8581b2b715db43fd1cb6cfebfabba60c590e071ac905a3b6cb3c29e164e5f1,40b2ddd4fee0a4778f262e809498e83d2b3345e6e104a2b2faa879e3f3be5884,02f1173c63181f95c7b43b69e0632d6ea93d9f9d948fca56ccd2c943721d6073,2012.0,19772626.0,201-300,2005.0,76134821.0,2009.0,201-300,2009.0,86803240.0,0.2857142857142857,86803240.0,0.4,male,2005.0,19772626.0,201-300,76134821.0,2005.0,201-300,2.0,2007.0,2009.0,2.0,60.0,2012.0,2012.0,60.0,9.0,2007.0,2009.0,9.0,250.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,7.0,>5,biology,101-500,0,4,150,0,0.0,2005.0,5.0,7.0,6 or more years,low
449ba04912b5ad584c74e3589d7a7e428cf0aba7ea8f1737e71367408684c6d0,748e861b8ed1db760eb4de1fea35b3cbbf9e3e09fe3367f314c25344b16e6d19,7e99a7aa81b8d096ae5f315b96b9154693d80950da86d9eb4a698043b184b8e3,086ac1e60f15f63221a4f8af8f3b246772d5e7c97e0f9b033abdec90fe4c623e,2015.0,25399158.0,401-500,2014.0,130442723.0,2015.0,401-500,2015.0,86803240.0,0.4615384615384615,86803240.0,0.303030303030303,female,1999.0,25399158.0,401-500,130442723.0,2003.0,401-500,18.0,2015.0,2015.0,19.0,86.0,2015.0,2015.0,81.0,56.0,2015.0,2015.0,57.0,450.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,16.0,>5,biology,101-500,7,9,11,0,0.0,2015.0,0.5,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,e18f685ffb53d2e4c55bd62242685e9da0d7d63714bc84b1aafa996489f5f3af,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,181547552.0,2012.0,101-150,2012.0,86803240.0,0.3333333333333333,86803240.0,0.5,female,2012.0,53964585.0,101-150,181547552.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,biology,101-500,0,13,282,3,0.0106382978723404,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,e18f685ffb53d2e4c55bd62242685e9da0d7d63714bc84b1aafa996489f5f3af,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,181547552.0,2012.0,101-150,2012.0,71924100.0,0.3333333333333333,71924100.0,0.5,female,2012.0,53964585.0,101-150,181547552.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,medicine,101-500,0,13,282,3,0.0106382978723404,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,b47f45d3ac97427e42e7928513f0c3cb15e06b0404c67a74ddbffc664eb11753,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,223532165.0,2012.0,101-150,2012.0,86803240.0,0.3333333333333333,86803240.0,0.3333333333333333,female,2012.0,53964585.0,101-150,223532165.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,biology,101-500,1,1,534,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,b47f45d3ac97427e42e7928513f0c3cb15e06b0404c67a74ddbffc664eb11753,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,223532165.0,2012.0,101-150,2012.0,185592680.0,0.3333333333333333,185592680.0,0.3333333333333333,female,2012.0,53964585.0,101-150,223532165.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,chemistry,101-500,1,1,534,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,b47f45d3ac97427e42e7928513f0c3cb15e06b0404c67a74ddbffc664eb11753,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,223532165.0,2012.0,101-150,2012.0,71924100.0,0.3333333333333333,71924100.0,0.3333333333333333,female,2012.0,53964585.0,101-150,223532165.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,medicine,101-500,1,1,534,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,cc0b48ffeae37c0d9087bf4c8ad47a9a3cf64f500fb1171bd09653b8e41c476d,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,187531555.0,2012.0,101-150,2012.0,86803240.0,0.3333333333333333,86803240.0,0.3333333333333333,female,2012.0,53964585.0,101-150,187531555.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,biology,101-500,4,2,85,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,cc0b48ffeae37c0d9087bf4c8ad47a9a3cf64f500fb1171bd09653b8e41c476d,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,187531555.0,2012.0,101-150,2012.0,185592680.0,0.3333333333333333,185592680.0,0.3333333333333333,female,2012.0,53964585.0,101-150,187531555.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,chemistry,101-500,4,2,85,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,cc0b48ffeae37c0d9087bf4c8ad47a9a3cf64f500fb1171bd09653b8e41c476d,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,187531555.0,2012.0,101-150,2012.0,71924100.0,0.3333333333333333,71924100.0,0.3333333333333333,female,2012.0,53964585.0,101-150,187531555.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,medicine,101-500,4,2,85,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,251ab3527ace23cdc934d86ddeaf4b82bab4a05f3d04be80fa65bd8a5b4b9a8a,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,114090438.0,2012.0,101-150,2012.0,86803240.0,0.3333333333333333,86803240.0,0.25,female,2012.0,53964585.0,101-150,114090438.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,biology,101-500,4,3,54,1,0.0185185185185185,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,251ab3527ace23cdc934d86ddeaf4b82bab4a05f3d04be80fa65bd8a5b4b9a8a,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,114090438.0,2012.0,101-150,2012.0,71924100.0,0.3333333333333333,71924100.0,0.25,female,2012.0,53964585.0,101-150,114090438.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,medicine,101-500,4,3,54,1,0.0185185185185185,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,794e9c5a6e6eadba4ea195c2b623f4c00bb2ebc5a181a899168e7cf3566da6f8,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,17974374.0,2012.0,101-150,2012.0,86803240.0,0.3333333333333333,86803240.0,0.3333333333333333,female,2012.0,53964585.0,101-150,17974374.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,biology,101-500,1,3,150,2,0.0133333333333333,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,794e9c5a6e6eadba4ea195c2b623f4c00bb2ebc5a181a899168e7cf3566da6f8,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,17974374.0,2012.0,101-150,2012.0,185592680.0,0.3333333333333333,185592680.0,0.3333333333333333,female,2012.0,53964585.0,101-150,17974374.0,2012.0,101-150,1.0,2012.0,2012.0,1.0,1.0,2012.0,2012.0,1.0,5.0,2012.0,2012.0,5.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,chemistry,101-500,1,3,150,2,0.0133333333333333,2012.0,0.0,0.0,0-1 year,low
