MAGAID,Record ID,MAGPID,RetractionYear,MAGRetractionYearAffID,MAGRetractionYearAffRank,MAGRetractionYearAffYear,MAGrootFID,MAGrootFIDMaxPercent,GenderizeGender,MAGFirstPubYear,MAGFirstAffID,MAGFirstAffiliationRank,MAGCumPapersAtRetraction,MAGCumPapersYearAtRetraction,MAGCumCitationsAtRetraction,MAGCumCitationsYearAtRetraction,MAGCumCollaboratorsAtRetraction,MAGCumCollaboratorsYearAtRetraction,MAGRetractionYearAffRankOrdinal,ReasonPropagatedMajorityOfMajority,DemiDecadeOfRetraction,MAGAIDFirstORLastAuthorFlag,RetractorMajority,AcademicAgeBeforeRetraction,AcademicAgeBin,MAGFieldName,MAGRetractionYearAffRankStratified,NumRetentionW5,NumNewCollaboratorsW5,NumOpenTriads,NumTriadsClosed,NC,OriginalPaperYear,AltmetricScoreAtRetraction,DifferencePublicationAndRetractionYear,DifferencePublicationAndRetractionYearCategorical,AttentionCategorical
8763334116807ee6f4c7208df648254a40f30b05fdf32a747d65c8aa1d7f6be1,b646bf0eb82c5ea2e285668e9df7408a47859456d874debf937a85bd622942d9,19d15303f2a8c2a5798c9a4bbc4b0a154a595cde3fdd4fd5e166d7842da097f8,2014.0,45204951.0,801-900,2014.0,86803240.0,0.3486842105263157,female,2003.0,45204951.0,801-900,59.0,2014.0,442.0,2014.0,129.0,2014.0,850.0,mistake,2011-2015,MAGMiddleAuthor,author,11.0,>5,biology,501-1000,34,42,63,0,0.0,2008.0,6.25,6.0,6 or more years,low
d145c63d6863c97a4f076fc1b2fd195f4b81aec8a627d971459d6d407de5e821,953af28591aabd0e5bb71ac624a36b95587440f6e371f704f0db1adbb3ec09b6,12579decda98b2375b850d45520afb8016edb81d39b53c5d812f880e46fa7686,2012.0,53964585.0,101-150,2012.0,86803240.0,0.3636363636363636,female,2011.0,53964585.0,101-150,4.0,2012.0,1.0,2012.0,9.0,2011.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,1.0,1,biology,101-500,7,0,2,0,0.0,2011.0,0.0,1.0,0-1 year,low
d145c63d6863c97a4f076fc1b2fd195f4b81aec8a627d971459d6d407de5e821,953af28591aabd0e5bb71ac624a36b95587440f6e371f704f0db1adbb3ec09b6,12579decda98b2375b850d45520afb8016edb81d39b53c5d812f880e46fa7686,2012.0,53964585.0,101-150,2012.0,71924100.0,0.3636363636363636,female,2011.0,53964585.0,101-150,4.0,2012.0,1.0,2012.0,9.0,2011.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,1.0,1,medicine,101-500,7,0,2,0,0.0,2011.0,0.0,1.0,0-1 year,low
db62b5c70c4ef0cd0cf3aa3d2a20c6ca158ac82143564022cad0c288273bdd36,b646bf0eb82c5ea2e285668e9df7408a47859456d874debf937a85bd622942d9,19d15303f2a8c2a5798c9a4bbc4b0a154a595cde3fdd4fd5e166d7842da097f8,2014.0,45204951.0,801-900,2014.0,86803240.0,0.3258785942492013,male,1992.0,45204951.0,801-900,112.0,2014.0,1610.0,2014.0,251.0,2014.0,850.0,mistake,2011-2015,MAGMiddleAuthor,author,22.0,>5,biology,501-1000,40,70,63,0,0.0,2008.0,6.25,6.0,6 or more years,low
50378efc911833be6d747d51d15da28981d5582388386903353b83f27a293095,e441885b855557486c1d260612113d912f9b4873ba8163b132686338bc049e1e,a5b9b38a4c065437089f4eae5ec57ba1fa37e5f4bec3611fc882c2b82095a699,2006.0,142263535.0,101-150,2006.0,86803240.0,0.3033707865168539,male,1982.0,142263535.0,101-150,35.0,2006.0,384.0,2006.0,78.0,2005.0,125.0,mistake,2006-2010,MAGMiddleAuthor,other retractor,24.0,>5,biology,101-500,7,19,10,0,0.0,2000.0,0.0,6.0,6 or more years,low
2666f404d8cf140621e5b063d027cba627bdcb9365d4a6c892c9b155aa2133de,ac4c7bf989539201ec1368f5b8b4f2b44b66f0c2d7088b8cca8c7b6396d5293e,97e6abf358a65aacf00181f103bc2f4be01da3dcc24c9bf87f5a4a749909bdc3,2015.0,26415053.0,601-700,2015.0,86803240.0,0.3444444444444444,male,1992.0,26415053.0,601-700,32.0,2015.0,342.0,2015.0,113.0,2015.0,650.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,23.0,>5,biology,501-1000,21,77,197,3,0.015228426395939,2007.0,5.5,8.0,6 or more years,low
27deccb62805d0a88e5658a56b4a6d7976b8eec4320873256cb0d7ee6ab32b32,1c56fbe7710a0f0dad1249ae8887155d00389f13dafa3ddddf684957e0a7fa12,54f85db29048b83efbc5ac94e84c73b343b1943837188229dc46695a722243fd,2013.0,72816309.0,301-400,2013.0,86803240.0,0.204225352112676,male,2003.0,72816309.0,301-400,40.0,2013.0,228.0,2013.0,60.0,2013.0,350.0,plagiarism,2011-2015,MAGMiddleAuthor,journal,10.0,>5,biology,101-500,3,13,43,0,0.0,2011.0,0.0,2.0,2-5 years,low
27deccb62805d0a88e5658a56b4a6d7976b8eec4320873256cb0d7ee6ab32b32,1c56fbe7710a0f0dad1249ae8887155d00389f13dafa3ddddf684957e0a7fa12,54f85db29048b83efbc5ac94e84c73b343b1943837188229dc46695a722243fd,2013.0,72816309.0,301-400,2013.0,185592680.0,0.204225352112676,male,2003.0,72816309.0,301-400,40.0,2013.0,228.0,2013.0,60.0,2013.0,350.0,plagiarism,2011-2015,MAGMiddleAuthor,journal,10.0,>5,chemistry,101-500,3,13,43,0,0.0,2011.0,0.0,2.0,2-5 years,low
c75fd726d0c3acceb7f94d5bd9acc153ba4eeac3804d9e4eb82075daefa58008,6ddf094b8f2e1d7c9cbb54282a9921a9cdcdcb9dad92a0711d58b9029e0662fa,4f1b47c40935ef6e76851df9fd75665bb2550a6111cd7404b8788fa3d7b9fff1,2013.0,139322472.0,501-600,2012.0,86803240.0,0.4285714285714285,male,2009.0,139322472.0,501-600,10.0,2013.0,27.0,2013.0,24.0,2013.0,550.0,mistake,2011-2015,MAGMiddleAuthor,author,4.0,3-5,biology,501-1000,8,12,1,0,0.0,2012.0,0.0,1.0,0-1 year,low
437a69db107490ed4ee462521f24439bb6a0faa6902edaa7298b143ba9bd6f10,9aa98226c954ab861f3e438e765ba53f096eda3152098c055f7caf7bf9a5d79b,77f6d4c2371efec9491a9aa017a798b994ed988803412f3c9746040cb733a23e,2011.0,180923762.0,151-200,2011.0,86803240.0,0.4166666666666667,male,2005.0,180923762.0,151-200,6.0,2011.0,66.0,2011.0,7.0,2007.0,175.0,other,2011-2015,MAGFirstOrLastAuthor,other retractor,6.0,>5,biology,101-500,3,1,39,0,0.0,2011.0,0.0,0.0,0-1 year,low
9754903a8df795b7407af71f0a5e5931e1ba3f010478cce60ada78dbfd8538e1,1f1626489aaf9fe2728bf60788d4b246c9fcd408f563f5b9a1c5d5fbffb8bc80,bb541b6d80fe2a78a35112a50feff931dec6b9fb65f0021eadbd686fbdeeb528,2013.0,141596103.0,151-200,2013.0,86803240.0,0.2592592592592592,female,2008.0,141596103.0,151-200,7.0,2013.0,38.0,2013.0,35.0,2012.0,175.0,misconduct,2011-2015,MAGFirstOrLastAuthor,other retractor,5.0,3-5,biology,101-500,2,11,65,2,0.0307692307692307,2011.0,5.0,2.0,2-5 years,low
9754903a8df795b7407af71f0a5e5931e1ba3f010478cce60ada78dbfd8538e1,1f1626489aaf9fe2728bf60788d4b246c9fcd408f563f5b9a1c5d5fbffb8bc80,bb541b6d80fe2a78a35112a50feff931dec6b9fb65f0021eadbd686fbdeeb528,2013.0,141596103.0,151-200,2013.0,185592680.0,0.2592592592592592,female,2008.0,141596103.0,151-200,7.0,2013.0,38.0,2013.0,35.0,2012.0,175.0,misconduct,2011-2015,MAGFirstOrLastAuthor,other retractor,5.0,3-5,chemistry,101-500,2,11,65,2,0.0307692307692307,2011.0,5.0,2.0,2-5 years,low
91185a2e00a23fb9a7efbdd92d17432af65fef8a1c7fddb77481337fe3bbdaab,d0a2ba3cf269cd3026d429bebd513987651f202608465a3bf0891a9b87e2e761,7fd281bf834428d3640c16d8ce17b0560f3bb5c6604cdabf5da3186c92fdcb69,2013.0,141596103.0,151-200,2013.0,86803240.0,0.2941176470588235,female,2007.0,141596103.0,151-200,5.0,2013.0,91.0,2013.0,12.0,2013.0,175.0,misconduct,2011-2015,MAGFirstOrLastAuthor,other retractor,6.0,>5,biology,101-500,4,6,27,0,0.0,2010.0,5.0,3.0,2-5 years,low
0b852ea396ff281a454d97033be7a5b97fd72c9d1a18f82e1de6afd707ac5371,54341e91d58be20d014a844b644e017388cb8bb0c5da8c7588fe2b3d976443ce,946437e25f594f0ea6b5a0b10740b7dca9dfda401c15535ab2245eaf64e2fe46,2007.0,22759111.0,701-800,2007.0,86803240.0,0.25,male,2007.0,22759111.0,701-800,1.0,2007.0,3.0,2007.0,6.0,2007.0,750.0,other,2006-2010,MAGFirstOrLastAuthor,other retractor,0.0,1,biology,501-1000,4,1,457,1,0.0021881838074398,2006.0,0.0,1.0,0-1 year,low
0b852ea396ff281a454d97033be7a5b97fd72c9d1a18f82e1de6afd707ac5371,54341e91d58be20d014a844b644e017388cb8bb0c5da8c7588fe2b3d976443ce,946437e25f594f0ea6b5a0b10740b7dca9dfda401c15535ab2245eaf64e2fe46,2007.0,22759111.0,701-800,2007.0,185592680.0,0.25,male,2007.0,22759111.0,701-800,1.0,2007.0,3.0,2007.0,6.0,2007.0,750.0,other,2006-2010,MAGFirstOrLastAuthor,other retractor,0.0,1,chemistry,501-1000,4,1,457,1,0.0021881838074398,2006.0,0.0,1.0,0-1 year,low
0b852ea396ff281a454d97033be7a5b97fd72c9d1a18f82e1de6afd707ac5371,54341e91d58be20d014a844b644e017388cb8bb0c5da8c7588fe2b3d976443ce,946437e25f594f0ea6b5a0b10740b7dca9dfda401c15535ab2245eaf64e2fe46,2007.0,22759111.0,701-800,2007.0,71924100.0,0.25,male,2007.0,22759111.0,701-800,1.0,2007.0,3.0,2007.0,6.0,2007.0,750.0,other,2006-2010,MAGFirstOrLastAuthor,other retractor,0.0,1,medicine,501-1000,4,1,457,1,0.0021881838074398,2006.0,0.0,1.0,0-1 year,low
0b852ea396ff281a454d97033be7a5b97fd72c9d1a18f82e1de6afd707ac5371,54341e91d58be20d014a844b644e017388cb8bb0c5da8c7588fe2b3d976443ce,946437e25f594f0ea6b5a0b10740b7dca9dfda401c15535ab2245eaf64e2fe46,2007.0,22759111.0,701-800,2007.0,15744967.0,0.25,male,2007.0,22759111.0,701-800,1.0,2007.0,3.0,2007.0,6.0,2007.0,750.0,other,2006-2010,MAGFirstOrLastAuthor,other retractor,0.0,1,other STEM fields,501-1000,4,1,457,1,0.0021881838074398,2006.0,0.0,1.0,0-1 year,low
03c33b94426be6eee29fae57896f5f7e38929e187aacc08e3bbca5b546671fa0,1a1b7a217a41c3bf0de3be54f9915c0d7af4b54497d001c81cd13bfebc836a95,a9da496bbb56811060835d35f7701b6ba93f5425bb62a154ad777a449628aecc,2011.0,154425047.0,101-150,2011.0,86803240.0,0.3384615384615385,female,2000.0,154425047.0,101-150,22.0,2011.0,669.0,2011.0,85.0,2011.0,125.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,11.0,>5,biology,101-500,10,2554,516,4,0.0077519379844961,2011.0,0.0,0.0,0-1 year,low
60dc0d13e16668c7793ab34a50e6e4b26b8ca29f068c375c108bc0cf8a4a08ec,3edd2f6b173c6e49059b9e6cd6acb0c4b757c2aac58f1c8e7dc8508cbc3814be,405775bde24ebac2b6518b522d045e6fe7143e3a099f276de5ae9d3eace6eafc,2015.0,859038795.0,201-300,2015.0,86803240.0,0.4545454545454545,female,2013.0,859038795.0,201-300,4.0,2015.0,36.0,2015.0,19.0,2015.0,250.0,mistake,2011-2015,MAGMiddleAuthor,author,2.0,2,biology,101-500,13,53,87,4,0.0459770114942528,2014.0,10.0,1.0,0-1 year,low
4f596c2dd679d37b53e2e3065b0006579f1fae6bcca49bb281512d6651758be9,3edd2f6b173c6e49059b9e6cd6acb0c4b757c2aac58f1c8e7dc8508cbc3814be,405775bde24ebac2b6518b522d045e6fe7143e3a099f276de5ae9d3eace6eafc,2015.0,859038795.0,201-300,2014.0,86803240.0,0.4285714285714285,female,2011.0,859038795.0,201-300,8.0,2014.0,94.0,2015.0,18.0,2014.0,250.0,mistake,2011-2015,MAGFirstOrLastAuthor,author,4.0,3-5,biology,101-500,6,97,33,1,0.0303030303030303,2014.0,10.0,1.0,0-1 year,low
79f8c7b7b7d0e36cc951bdb44cdabc57db5ce8c41645a0b0d8c10b31fee46ca6,52488465c2054cd6015d2c2f7cdfc663711b87cd822994421dc8e94698a53322,ecdc40a36611205b534b46f96695b71fcbd341414a46ce2976438e3aade52244,2014.0,71267560.0,301-400,2014.0,86803240.0,0.3333333333333333,female,2010.0,71267560.0,301-400,10.0,2014.0,86.0,2014.0,35.0,2014.0,350.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,4.0,3-5,biology,101-500,8,28,426,5,0.0117370892018779,2012.0,15.0,2.0,2-5 years,high
f9cff2e92cfc7bf88705d077f5a40bc6f4beefa6579294e3281511bfb3a34d9c,dcb15e441fbbdba5d631f3c448d9659974599ed70662297f0c874f66666e83d1,bf8dd1bdc9c4a4aa66e1bb5ee6b0b68da741ad6a7a4de8f3d6a1ebede02cb0bc,2010.0,37461747.0,151-200,2010.0,86803240.0,0.3125,male,2007.0,37461747.0,151-200,6.0,2010.0,10.0,2010.0,39.0,2009.0,175.0,misconduct,2006-2010,MAGMiddleAuthor,other retractor,3.0,3-5,biology,101-500,13,1,64,1,0.015625,2010.0,0.0,0.0,0-1 year,low
f9cff2e92cfc7bf88705d077f5a40bc6f4beefa6579294e3281511bfb3a34d9c,dcb15e441fbbdba5d631f3c448d9659974599ed70662297f0c874f66666e83d1,bf8dd1bdc9c4a4aa66e1bb5ee6b0b68da741ad6a7a4de8f3d6a1ebede02cb0bc,2010.0,37461747.0,151-200,2010.0,185592680.0,0.3125,male,2007.0,37461747.0,151-200,6.0,2010.0,10.0,2010.0,39.0,2009.0,175.0,misconduct,2006-2010,MAGMiddleAuthor,other retractor,3.0,3-5,chemistry,101-500,13,1,64,1,0.015625,2010.0,0.0,0.0,0-1 year,low
f9cff2e92cfc7bf88705d077f5a40bc6f4beefa6579294e3281511bfb3a34d9c,dcb15e441fbbdba5d631f3c448d9659974599ed70662297f0c874f66666e83d1,bf8dd1bdc9c4a4aa66e1bb5ee6b0b68da741ad6a7a4de8f3d6a1ebede02cb0bc,2010.0,37461747.0,151-200,2010.0,71924100.0,0.3125,male,2007.0,37461747.0,151-200,6.0,2010.0,10.0,2010.0,39.0,2009.0,175.0,misconduct,2006-2010,MAGMiddleAuthor,other retractor,3.0,3-5,medicine,101-500,13,1,64,1,0.015625,2010.0,0.0,0.0,0-1 year,low
acb9351ab7fac56bf530bde3758e3ed0922bd0792672f681c69e66a95cdfb264,fd6a750c6103070a9093fe248c011a9ab14a80907bab7142171fb0685254f2b4,86e1069ebf5afa6578c5b92a9c418a02a5d4fd3ab2a2ba4930222e2b3821dc04,2013.0,23946033.0,301-400,2013.0,86803240.0,0.217391304347826,male,2006.0,23946033.0,301-400,13.0,2013.0,36.0,2013.0,24.0,2013.0,350.0,other,2011-2015,MAGFirstOrLastAuthor,journal,7.0,>5,biology,101-500,4,47,25,2,0.08,2010.0,13.25,3.0,2-5 years,high
f5aa91eaa000a0c06b4d7c67eda035da61ccca6c35c9619e1120188ada6472e0,f223e280ef85fbe6e829172f11e0609ae7d4c4b912b8ab58e639fb7d602f4604,a0e019d41b944937e38a1448da2a4f584a9b392505c562654f215dfd35b5f78c,2012.0,82767444.0,801-900,2012.0,86803240.0,0.4,male,2004.0,82767444.0,801-900,16.0,2012.0,138.0,2012.0,26.0,2012.0,850.0,other,2011-2015,MAGFirstOrLastAuthor,other retractor,8.0,>5,biology,501-1000,8,21,20,0,0.0,2012.0,0.0,0.0,0-1 year,low
0abf07f15afd4e14edb3f5cf9172082f217602e2c8a3e62543ab9be0445251b3,1069174d8a383d441bc960671b29db0205d10c0f6f692bb15ac383a607de3d7c,eddb8af75713d88ca6cd3318e4b7691f8dd550cbe52b53e59a2e189947e2db9e,2011.0,32597200.0,66,2011.0,86803240.0,0.5,female,2009.0,32597200.0,66,2.0,2011.0,2.0,2011.0,4.0,2011.0,66.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,2.0,2,biology,1-100,3,3,22,0,0.0,2010.0,0.0,1.0,0-1 year,low
d36613a96151325af373edb22ab2612503c1104d4a70d5f2a07dfa1163fd3993,7e99a7aa81b8d096ae5f315b96b9154693d80950da86d9eb4a698043b184b8e3,086ac1e60f15f63221a4f8af8f3b246772d5e7c97e0f9b033abdec90fe4c623e,2015.0,25399158.0,401-500,2015.0,86803240.0,0.6666666666666666,female,2014.0,25399158.0,401-500,4.0,2015.0,1.0,2015.0,10.0,2015.0,450.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,1.0,1,biology,101-500,8,9,50,0,0.0,2015.0,0.5,0.0,0-1 year,low
