MAGAID,Record ID,MAGPID,RetractionYear,MAGRetractionYearAffID,MAGRetractionYearAffRank,MAGRetractionYearAffYear,MAGrootFID,MAGrootFIDMaxPercent,GenderizeGender,MAGFirstPubYear,MAGFirstAffID,MAGFirstAffiliationRank,MAGCumPapersAtRetraction,MAGCumPapersYearAtRetraction,MAGCumCitationsAtRetraction,MAGCumCitationsYearAtRetraction,MAGCumCollaboratorsAtRetraction,MAGCumCollaboratorsYearAtRetraction,MAGRetractionYearAffRankOrdinal,ReasonPropagatedMajorityOfMajority,DemiDecadeOfRetraction,MAGAIDFirstORLastAuthorFlag,RetractorMajority,AcademicAgeBeforeRetraction,AcademicAgeBin,MAGFieldName,MAGRetractionYearAffRankStratified,NumRetentionW5,NumNewCollaboratorsW5,NumOpenTriads,NumTriadsClosed,NC,OriginalPaperYear,AltmetricScoreAtRetraction,DifferencePublicationAndRetractionYear,DifferencePublicationAndRetractionYearCategorical,AttentionCategorical
f34ab5541c08354be684a4074b4270bef5140bb0d87aa3db6eaeb4e05e40812e,c2ecc668c87206e06fc49b97dcdc4bd9c8833f54c8d4c1841f1f145d7a848ce0,6e4e1939219b40c84eaedebc4418615dec7110b7c75ee04d18d5c83dc0c6750b,2011.0,74656192.0,101-150,2011.0,86803240.0,0.379746835443038,male,2006.0,74656192.0,101-150,30.0,2011.0,122.0,2011.0,100.0,2011.0,125.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,5.0,3-5,biology,101-500,38,300,152,4,0.0263157894736842,2008.0,14.0,3.0,2-5 years,high
ddf6df697568a89aee7cfe7d55f4642465841567c6518172cbb50f6ecd8eb319,25be3226a4910c918499d4c2323946e2cdb0f90d64b4a1502655d7fb10ea706f,0bfb771e30865d9acb5bbe07708fdca65c793e7b9d4ae39875a577cc45930b09,2011.0,182212641.0,901-1000,2010.0,86803240.0,0.28,male,2001.0,182212641.0,901-1000,16.0,2010.0,123.0,2011.0,41.0,2010.0,950.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,10.0,>5,biology,501-1000,15,28,329,3,0.0091185410334346,2010.0,10.0,1.0,0-1 year,low
e912aaf9a1046baf77de6e466f26e245297990c03e2a296bcfadd15713b4cde8,9c123ad1b8f594ad055af15fd0b90cf1761dd47f08c79dc4a76efa87e05d355e,9e66bb50eeaa30a96cfd8a28ebe1db0f1b1daef2361daa6daab31694f91a5701,2014.0,180923762.0,151-200,2012.0,86803240.0,0.3783783783783784,male,2005.0,180923762.0,151-200,14.0,2013.0,660.0,2014.0,95.0,2013.0,175.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,9.0,>5,biology,101-500,6,18,95,0,0.0,2008.0,73.0,6.0,6 or more years,high
a5498102bb09401e3084f58626c921d1a898c1bd6c9e81440e6ceb5aed75eafa,741691a4288cb2106cb95a401ffc2cff968274ac49c26c65b8e201263ca61df6,f2f0f56cb88f61886dfc5cfdeef7963313cc5ef97bd965cb31e0071df6582a3b,2007.0,201448701.0,14,2007.0,86803240.0,0.3333333333333333,male,2005.0,201448701.0,14,7.0,2007.0,19.0,2007.0,16.0,2007.0,14.0,mistake,2006-2010,MAGFirstOrLastAuthor,author,2.0,2,biology,1-100,8,79,74,0,0.0,2007.0,0.0,0.0,0-1 year,low
a5498102bb09401e3084f58626c921d1a898c1bd6c9e81440e6ceb5aed75eafa,741691a4288cb2106cb95a401ffc2cff968274ac49c26c65b8e201263ca61df6,f2f0f56cb88f61886dfc5cfdeef7963313cc5ef97bd965cb31e0071df6582a3b,2007.0,201448701.0,14,2007.0,185592680.0,0.3333333333333333,male,2005.0,201448701.0,14,7.0,2007.0,19.0,2007.0,16.0,2007.0,14.0,mistake,2006-2010,MAGFirstOrLastAuthor,author,2.0,2,chemistry,1-100,8,79,74,0,0.0,2007.0,0.0,0.0,0-1 year,low
574f6b126a29dc3ee863da9dcd3844c04e5689fe872759e4be699e97a5868804,da18b39f598d0ab9381faff7bd30ace07ab12f49917e9cb896277cacbb7086d5,6bf2fa79c4d02a27870a13123426276d5c27638565539d896db48471422de389,2012.0,92446798.0,201-300,2012.0,86803240.0,0.3541666666666667,male,2006.0,92446798.0,201-300,17.0,2012.0,263.0,2012.0,60.0,2012.0,250.0,misconduct,2011-2015,MAGFirstOrLastAuthor,author,6.0,>5,biology,101-500,13,18,51,3,0.0588235294117647,2012.0,0.5,0.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,86803240.0,0.2,female,2011.0,66514158.0,701-800,3.0,2012.0,1.0,2012.0,17.0,2012.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,biology,501-1000,12,28,163,2,0.0122699386503067,2011.0,5.0,1.0,0-1 year,low
4f1a1d5dde42e42f2b14e3a9a6e7f7112233a52db9f23d39180fc690e463eb32,8bc8ee934f48bc540aa8d07744e6bbff6d338f2246d40299701ae73af730c56e,ab3aa939da4d8f084f2fe86f8d0613c22e8eb961da4bc73dca28af63e31318d8,2012.0,66514158.0,701-800,2012.0,71924100.0,0.2,female,2011.0,66514158.0,701-800,3.0,2012.0,1.0,2012.0,17.0,2012.0,750.0,mistake,2011-2015,MAGFirstOrLastAuthor,other retractor,1.0,1,medicine,501-1000,12,28,163,2,0.0122699386503067,2011.0,5.0,1.0,0-1 year,low
6551d79d4e00b7552a59e1af24f90a18fa1a2c479d80f4aa1d2385ffc9060873,b503f3c988111304a33d044f21d6831f4932d2caedd11574eadce17abf8272bd,d1861542df6b1e3d6ad7c054e43877c8ca845f6366b502a440cea6effda99a12,2012.0,913958620.0,68,2012.0,86803240.0,0.2955665024630542,male,1989.0,913958620.0,68,65.0,2012.0,1098.0,2012.0,198.0,2012.0,68.0,misconduct,2011-2015,MAGFirstOrLastAuthor,other retractor,23.0,>5,biology,1-100,20,88,383,1,0.0026109660574412,2006.0,5.0,6.0,6 or more years,low
810606f18eb60f5407b61ed16915d18f4158b0adacfe35ba133c683d584d2410,e2c74b36dcd3e8dc6e115ac1d036faa06ddce80e236bcce35cb5398eb0151911,43f86e48f1bcf4a09f986ba720876dbaf82de6a7d2ffbbe8e841a740dcf58908,2008.0,32021983.0,201-300,2008.0,86803240.0,0.3503649635036496,female,1986.0,32021983.0,201-300,56.0,2008.0,401.0,2008.0,90.0,2008.0,250.0,mistake,2006-2010,MAGFirstOrLastAuthor,author,22.0,>5,biology,101-500,13,55,31,0,0.0,2003.0,0.0,5.0,2-5 years,low
0af3a456bcf0cfc463de365a3698089ee30f87c75f87e2ca12e22120db3177e3,fea8d3e84c29686617697f6b70e97daca39a610ca2723fc9f488fedef294527b,d53bed703a760bdd296292da7b45d4d6273a382a736e95888c4e1ec76c5b565c,2008.0,161103922.0,501-600,2008.0,86803240.0,0.2743362831858407,female,1992.0,161103922.0,501-600,31.0,2008.0,784.0,2008.0,99.0,2008.0,550.0,other,2006-2010,MAGMiddleAuthor,author,16.0,>5,biology,501-1000,13,51,6,1,0.1666666666666666,2008.0,0.0,0.0,0-1 year,low
1f9e3c9f7fcd51f97b05ff68ead41b1529dd4eab3b6dc52cf69b6928af39ac40,d074b77ff1f7b1a21093a101c2a55e3da2cc90715e4e33b4a54a97cc250cb414,3f544abc6e89877e305eabf5679ebfd56fe1064a98cd56725af2cc0eed1fb272,2012.0,32021983.0,201-300,2012.0,86803240.0,0.3220338983050847,female,2002.0,159176309.0,201-300,18.0,2012.0,373.0,2012.0,66.0,2012.0,250.0,mistake,2011-2015,MAGMiddleAuthor,author,10.0,>5,biology,101-500,8,1,562,0,0.0,2008.0,8.5,4.0,2-5 years,low
1f9e3c9f7fcd51f97b05ff68ead41b1529dd4eab3b6dc52cf69b6928af39ac40,d074b77ff1f7b1a21093a101c2a55e3da2cc90715e4e33b4a54a97cc250cb414,3f544abc6e89877e305eabf5679ebfd56fe1064a98cd56725af2cc0eed1fb272,2012.0,159176309.0,201-300,2012.0,86803240.0,0.3220338983050847,female,2002.0,159176309.0,201-300,18.0,2012.0,373.0,2012.0,66.0,2012.0,250.0,mistake,2011-2015,MAGMiddleAuthor,author,10.0,>5,biology,101-500,8,1,562,0,0.0,2008.0,8.5,4.0,2-5 years,low
d47c689764221f85fb4d617fa688c4648b30b12838f5ce61a4cf5ddb7d59cc1d,e1b6cc23b709a7d3dcda72a6877f08be2dee4958990fb602aacd4aac0c75d688,99aafe95e508c9b637524a781aa2cac7c307b1d87fd20d21ac7c4ffd46db4e8f,2015.0,131868736.0,801-900,2015.0,86803240.0,0.3736263736263736,female,1999.0,131868736.0,801-900,73.0,2015.0,693.0,2015.0,152.0,2015.0,850.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,16.0,>5,biology,501-1000,4,35,41,0,0.0,2013.0,22.25,2.0,2-5 years,high
6d547474b5274b52a31612b29f2bb7806fd326bf407a91e577f95494aa061aa2,fea8d3e84c29686617697f6b70e97daca39a610ca2723fc9f488fedef294527b,d53bed703a760bdd296292da7b45d4d6273a382a736e95888c4e1ec76c5b565c,2008.0,161103922.0,501-600,2008.0,86803240.0,0.270440251572327,male,1994.0,161103922.0,501-600,41.0,2008.0,1094.0,2008.0,133.0,2008.0,550.0,other,2006-2010,MAGMiddleAuthor,author,14.0,>5,biology,501-1000,22,59,6,1,0.1666666666666666,2008.0,0.0,0.0,0-1 year,low
80632c57b3004d1a9409bac7740f58ead735cfedb126e0c88275464d97b3da52,bb21143588a3a69c4da4763145cb7bfd357024d719adca81aaaf876c2d7cd8e6,f531cd7e7a11d5da1edef5195b4f51dc9f75ae971d745b1179abc7042c1b99a4,2013.0,114027177.0,33,2013.0,86803240.0,0.3012048192771084,male,2003.0,114027177.0,33,25.0,2013.0,463.0,2013.0,89.0,2013.0,33.0,other,2011-2015,MAGMiddleAuthor,journal,10.0,>5,biology,1-100,21,138,314,3,0.0095541401273885,2012.0,0.0,1.0,0-1 year,low
d8271d6c5e09ecc4b74de46f920b1d7a97af562e3e6a6a8f8a4e898e3f68ae3f,f223e280ef85fbe6e829172f11e0609ae7d4c4b912b8ab58e639fb7d602f4604,a0e019d41b944937e38a1448da2a4f584a9b392505c562654f215dfd35b5f78c,2012.0,82767444.0,801-900,2012.0,86803240.0,0.375,female,2008.0,82767444.0,801-900,6.0,2012.0,20.0,2012.0,10.0,2012.0,850.0,other,2011-2015,MAGMiddleAuthor,other retractor,4.0,3-5,biology,501-1000,7,1,4,0,0.0,2012.0,0.0,0.0,0-1 year,low
65d03d4cce888f1c91952da4296bf699882ad39ae3314f2c79a8aa402a9670c5,895b125ff6e877e599007ba6da562fe6dd38a2f2b12aa11c0948a36f122c524c,5ac20463d722d46a3d5dd6326390e0de8e85d379eee95269bf2e68eeb47413a8,2004.0,28166907.0,38,2004.0,86803240.0,0.3388429752066115,male,1993.0,28166907.0,38,42.0,2004.0,793.0,2004.0,120.0,2004.0,38.0,mistake,2001-2005,MAGMiddleAuthor,author,11.0,>5,biology,1-100,37,153,57,0,0.0,2003.0,0.0,1.0,0-1 year,low
c5836fa6ca0bc27f244474f1bde4c98e1b1f21b2db0155c240293d9814c69b5b,40b2ddd4fee0a4778f262e809498e83d2b3345e6e104a2b2faa879e3f3be5884,02f1173c63181f95c7b43b69e0632d6ea93d9f9d948fca56ccd2c943721d6073,2012.0,19772626.0,201-300,2005.0,86803240.0,0.2857142857142857,male,2005.0,19772626.0,201-300,2.0,2007.0,60.0,2012.0,9.0,2007.0,250.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,7.0,>5,biology,101-500,1,3,262,0,0.0,2005.0,5.0,7.0,6 or more years,low
94de81137f19da6c5ffafcefc91193decfe8021483ce20f26e5e3afa2c6c6208,067454cab11d77217193f1bec9fe498e54ef8b390669bd6762e5b92f1db725d8,4727c1927f91b59508fd21420cec0376737d26db51b6960575f0e7d817f8bbab,2008.0,123044942.0,201-300,2008.0,86803240.0,0.24,female,1995.0,123044942.0,201-300,18.0,2008.0,150.0,2008.0,19.0,2008.0,250.0,misconduct,2006-2010,MAGMiddleAuthor,other retractor,13.0,>5,biology,101-500,3,16,305,0,0.0,2008.0,0.0,0.0,0-1 year,low
f622163951b17d9acc9bf0a58997f6d9ef648492cca3914688a9ae560f365256,a7e9b1c3f283d8b4216ae53f39870686e6e90b7b8feb42cd020447c6ed4acf65,2fe09b9d8104d68a54d0fa8e4444300055c25e81fa2e0a60d68be4404553f600,2009.0,163770644.0,401-500,2009.0,86803240.0,0.3813559322033898,male,1997.0,163770644.0,401-500,46.0,2009.0,177.0,2009.0,80.0,2009.0,450.0,other,2006-2010,MAGMiddleAuthor,other retractor,12.0,>5,biology,101-500,4,38,43,0,0.0,2007.0,0.0,2.0,2-5 years,low
449ba04912b5ad584c74e3589d7a7e428cf0aba7ea8f1737e71367408684c6d0,7e99a7aa81b8d096ae5f315b96b9154693d80950da86d9eb4a698043b184b8e3,086ac1e60f15f63221a4f8af8f3b246772d5e7c97e0f9b033abdec90fe4c623e,2015.0,25399158.0,401-500,2014.0,86803240.0,0.4615384615384615,female,1999.0,25399158.0,401-500,18.0,2015.0,86.0,2015.0,56.0,2015.0,450.0,mistake,2011-2015,MAGMiddleAuthor,other retractor,16.0,>5,biology,101-500,8,1992,499,12,0.0240480961923847,2015.0,0.5,0.0,0-1 year,low
05e9c0bec830b5afacaa2fe7561da98a40ef25fcd93f056e9f4c4029e7b1d7e2,d8a8d502e3e924793b4a13295cb699d6db3848aca8891ab6e409e8ea1a7e81b8,8a26a3d6a947a6fcc917f59f00b4713945a4e93e81c90ee7a01f6d9399ffacd3,2005.0,195460627.0,201-300,2001.0,86803240.0,0.3548387096774194,female,1989.0,195460627.0,201-300,11.0,2001.0,332.0,2005.0,28.0,2001.0,250.0,misconduct,2001-2005,MAGMiddleAuthor,author,16.0,>5,biology,101-500,0,8,47,1,0.0212765957446808,2001.0,0.0,4.0,2-5 years,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,86803240.0,0.3333333333333333,female,2012.0,53964585.0,101-150,1.0,2012.0,1.0,2012.0,5.0,2012.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,biology,101-500,5,2,4,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,185592680.0,0.3333333333333333,female,2012.0,53964585.0,101-150,1.0,2012.0,1.0,2012.0,5.0,2012.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,chemistry,101-500,5,2,4,0,0.0,2012.0,0.0,0.0,0-1 year,low
3b27ecef471571c46add61928e3615ca26b8aafda167dfd767d9e178b93c28ec,f20e89d291fd8228281c7ead5ac738859716fdb6009652c154f72532f578ad28,95e6990749b2be87cc1eab0f939bab5a81d45f760214f89671dae4cc69a9f1e8,2012.0,53964585.0,101-150,2012.0,71924100.0,0.3333333333333333,female,2012.0,53964585.0,101-150,1.0,2012.0,1.0,2012.0,5.0,2012.0,125.0,misconduct,2011-2015,MAGMiddleAuthor,other retractor,0.0,1,medicine,101-500,5,2,4,0,0.0,2012.0,0.0,0.0,0-1 year,low
1d6cfaca213d4e29abb0ace88397721759e0fa5c84f10037b4458088f9d88605,457abc7039dee61ae6ed7957fcf165caff313150e891a1f6ef184cf8b626e079,0a7da501b71fed487465e87089334134848bd1e124b3704650b090131ecb0ecd,2006.0,170201317.0,89,2006.0,86803240.0,0.3154362416107382,male,1985.0,170201317.0,89,48.0,2006.0,578.0,2006.0,115.0,2006.0,89.0,misconduct,2006-2010,MAGMiddleAuthor,author,21.0,>5,biology,1-100,8,71,98,2,0.0204081632653061,2005.0,0.0,1.0,0-1 year,low
605a717aefdb9a4c529dba97f3e5e65952bfd329016281ffd5894a252a7cb0b6,13e9a7605febe69f517fc1993d11b3922cfff7cdc550ccd5d087d94109d65e8a,8187c5497041844526a902593d9f58ce3f28c8474e197c6ffc91b26dc5395b53,2013.0,8204097.0,52,2013.0,86803240.0,0.3636363636363636,female,2009.0,8204097.0,52,12.0,2013.0,31.0,2013.0,25.0,2013.0,52.0,mistake,2011-2015,MAGMiddleAuthor,author,4.0,3-5,biology,1-100,5,32,193,0,0.0,2012.0,0.0,1.0,0-1 year,low
